transaction_id,customer_id,amount,timestamp
TXN84,CUST1132,129.05,2026-05-22 00:33:34.634726
TXN85,CUST1419,55.16,2026-05-12 03:33:34.634727
TXN86,CUST1095,139.98,2026-05-05 19:33:34.634728
TXN87,CUST1115,87.43,2026-05-07 02:33:34.634729
TXN88,CUST1247,93.57,2026-05-07 16:33:34.634730
TXN89,CUST1428,149.32,2026-05-19 19:33:34.634731
TXN90,CUST1298,181.91,2026-05-30 03:33:34.634732
TXN91,CUST1288,121.06,2026-04-29 04:33:34.634733
TXN92,CUST1305,135.44,2026-04-23 12:33:34.634734
TXN93,CUST1289,205.11,2026-05-02 01:33:34.634735
TXN94,CUST1069,132.04,2026-05-24 02:33:34.634737
TXN95,CUST1150,250.08,2026-05-05 10:33:34.634738
TXN96,CUST1010,148.28,2026-05-20 21:33:34.634739
TXN97,CUST1258,31.96,2026-05-24 12:33:34.634740
TXN98,CUST1337,157.67,2026-04-29 17:33:34.634741
TXN99,CUST1368,139.06,2026-05-25 15:33:34.634742
TXN100,CUST1038,184.49,2026-05-27 20:33:34.634743
TXN101,CUST1136,153.66,2026-06-02 01:33:34.634744
TXN102,CUST1203,113.08,2026-06-01 03:33:34.634745
TXN103,CUST1023,58.79,2026-05-23 16:33:34.634746
TXN104,CUST1309,109.55,2026-05-13 20:33:34.634747
TXN105,CUST1354,77.47,2026-05-08 01:33:34.634749
TXN106,CUST1308,90.97,2026-04-27 20:33:34.634750
TXN107,CUST1371,149.43,2026-05-01 08:33:34.634751
TXN108,CUST1404,203.5,2026-05-31 00:33:34.634752
TXN109,CUST1221,139.73,2026-05-14 16:33:34.634753
TXN110,CUST1143,60.21,2026-05-16 10:33:34.634754
TXN111,CUST1104,142.23,2026-04-26 07:33:34.634756
TXN112,CUST1454,179.83,2026-05-07 06:33:34.634757
TXN113,CUST1213,89.51,2026-05-09 13:33:34.634758
TXN114,CUST1482,113.3,2026-05-25 19:33:34.634759
TXN115,CUST1490,120.73,2026-05-03 11:33:34.634760
TXN116,CUST1111,80.76,2026-05-04 09:33:34.634761
TXN117,CUST1104,152.41,2026-05-17 17:33:34.634762
TXN118,CUST1323,113.95,2026-05-13 00:33:34.634763
TXN119,CUST1173,140.98,2026-05-17 01:33:34.634764
TXN120,CUST1469,75.63,2026-05-23 17:33:34.634765
TXN121,CUST1047,98.13,2026-05-27 19:33:34.634766
TXN122,CUST1364,156.12,2026-05-06 03:33:34.634767
TXN123,CUST1310,101.36,2026-05-04 18:33:34.634768
TXN124,CUST1331,206.35,2026-06-02 21:33:34.634769
TXN125,CUST1135,100.02,2026-04-26 00:33:34.634770
TXN126,CUST1384,131.23,2026-05-02 02:33:34.634771
TXN127,CUST1299,166.63,2026-04-27 09:33:34.634772
TXN128,CUST1335,49.08,2026-05-01 06:33:34.634773
TXN129,CUST1129,31.96,2026-04-26 08:33:34.634775
TXN130,CUST1106,43.72,2026-05-29 13:33:34.634777
TXN131,CUST1031,183.13,2026-04-30 21:33:34.634778
TXN132,CUST1092,92.41,2026-05-15 23:33:34.634779
TXN133,CUST1293,247.91,2026-05-24 18:33:34.634780
TXN134,CUST1386,91.79,2026-05-26 14:33:34.634781
TXN135,CUST1401,129.23,2026-04-29 19:33:34.634782
TXN136,CUST1119,197.11,2026-04-23 06:33:34.634783
TXN137,CUST1051,220.3,2026-05-04 10:33:34.634784
TXN138,CUST1029,223.08,2026-05-12 00:33:34.634785
TXN139,CUST1471,180.42,2026-05-14 07:33:34.634786
TXN140,CUST1302,171.2,2026-05-31 23:33:34.634787
TXN141,CUST1303,149.63,2026-05-10 08:33:34.634788
TXN142,CUST1217,158.92,2026-05-23 11:33:34.634789
TXN143,CUST1271,92.44,2026-04-24 23:33:34.634790
TXN144,CUST1415,79.09,2026-04-27 22:33:34.634791
TXN145,CUST1261,119.83,2026-05-28 22:33:34.634793
TXN146,CUST1308,111.49,2026-05-14 15:33:34.634794
TXN147,CUST1101,97.34,2026-05-28 10:33:34.634795
TXN148,CUST1413,154.82,2026-04-29 22:33:34.634796
TXN149,CUST1354,167.77,2026-05-14 07:33:34.634798
TXN150,CUST1110,124.42,2026-05-05 15:33:34.634799
TXN151,CUST1428,193.88,2026-05-11 11:33:34.634800
TXN152,CUST1184,62.92,2026-05-10 06:33:34.634801
TXN153,CUST1480,110.32,2026-05-08 17:33:34.634802
TXN154,CUST1320,84.16,2026-05-20 14:33:34.634803
TXN155,CUST1000,26.67,2026-04-23 14:33:34.634805
TXN156,CUST1326,115.87,2026-05-01 21:33:34.634806
TXN157,CUST1446,113.91,2026-04-26 02:33:34.634807
TXN158,CUST1055,195.67,2026-05-15 05:33:34.634808
TXN159,CUST1379,151.54,2026-05-07 23:33:34.634809
TXN160,CUST1432,68.79,2026-04-29 08:33:34.634810
TXN161,CUST1407,212.7,2026-05-03 10:33:34.634811
TXN162,CUST1151,181.05,2026-04-26 01:33:34.634812
TXN163,CUST1439,149.1,2026-05-12 14:33:34.634813
TXN164,CUST1466,108.68,2026-05-15 22:33:34.634814
TXN165,CUST1315,72.03,2026-04-28 16:33:34.634815
TXN166,CUST1139,101.39,2026-04-25 10:33:34.634816
TXN167,CUST1205,174.44,2026-05-10 17:33:34.634817
TXN168,CUST1444,214.23,2026-05-15 02:33:34.634818
TXN169,CUST1320,197.16,2026-04-25 20:33:34.634819
TXN170,CUST1117,95.56,2026-05-27 08:33:34.634820
TXN171,CUST1156,64.02,2026-05-02 09:33:34.634821
TXN172,CUST1433,127.04,2026-04-27 08:33:34.634822
TXN173,CUST1297,-31.58,2026-05-13 20:33:34.634824
TXN174,CUST1063,136.16,2026-05-14 22:33:34.634825
TXN175,CUST1248,112.62,2026-05-23 01:33:34.634826
TXN176,CUST1025,96.7,2026-05-02 01:33:34.634827
TXN177,CUST1090,40.26,2026-05-23 13:33:34.634829
TXN178,CUST1075,145.68,2026-04-28 06:33:34.634830
TXN179,CUST1300,93.36,2026-05-06 22:33:34.634831
TXN180,CUST1394,61.5,2026-05-22 07:33:34.634832
TXN181,CUST1399,-23.61,2026-05-01 10:33:34.634833
TXN182,CUST1213,118.62,2026-04-30 22:33:34.634834
TXN183,CUST1484,208.61,2026-05-11 21:33:34.634835
TXN184,CUST1426,203.06,2026-05-13 10:33:34.634836
TXN185,CUST1355,97.15,2026-05-07 09:33:34.634837
TXN186,CUST1017,89.89,2026-05-23 22:33:34.634838
TXN187,CUST1130,143.44,2026-05-22 09:33:34.634839
TXN188,CUST1435,70.08,2026-05-15 08:33:34.634840
TXN189,CUST1451,135.09,2026-05-30 19:33:34.634841
TXN190,CUST1372,158.3,2026-05-03 16:33:34.634843
TXN191,CUST1255,181.35,2026-05-21 22:33:34.634844
TXN192,CUST1181,114.99,2026-05-24 02:33:34.634845
TXN193,CUST1184,109.82,2026-05-22 12:33:34.634846
TXN194,CUST1154,76.1,2026-05-19 19:33:34.634847
TXN195,CUST1025,78.66,2026-05-20 11:33:34.634848
TXN196,CUST1464,108.68,2026-04-26 00:33:34.634849
TXN197,CUST1182,138.37,2026-05-11 01:33:34.634850
TXN198,CUST1201,165.68,2026-05-30 16:33:34.634851
TXN199,CUST1168,79.84,2026-05-28 05:33:34.634852
TXN200,CUST1352,194.63,2026-05-27 16:33:34.634853
TXN201,CUST1163,106.44,2026-05-24 06:33:34.634855
TXN202,CUST1179,118.93,2026-05-17 18:33:34.634856
TXN203,CUST1291,82.64,2026-05-04 12:33:34.634857
TXN204,CUST1063,-1.21,2026-05-27 14:33:34.634858
TXN205,CUST1304,164.2,2026-05-03 23:33:34.634859
TXN206,CUST1152,156.84,2026-05-24 23:33:34.634860
TXN207,CUST1156,105.93,2026-05-31 09:33:34.634861
TXN208,CUST1158,123.35,2026-05-16 10:33:34.634862
TXN209,CUST1378,145.8,2026-05-16 17:33:34.634863
TXN210,CUST1478,41.87,2026-05-20 00:33:34.634864
TXN211,CUST1049,93.55,2026-05-10 23:33:34.634865
TXN212,CUST1464,159.71,2026-05-14 05:33:34.634867
TXN213,CUST1345,57.29,2026-05-16 09:33:34.634868
TXN214,CUST1084,134.68,2026-05-31 11:33:34.634869
TXN215,CUST1369,52.17,2026-05-25 07:33:34.634870
TXN216,CUST1179,143.32,2026-04-28 14:33:34.634871
TXN217,CUST1150,118.22,2026-05-16 04:33:34.634872
TXN218,CUST1118,39.24,2026-05-17 12:33:34.634873
TXN219,CUST1350,178.24,2026-04-25 12:33:34.634874
TXN220,CUST1485,83.27,2026-05-01 06:33:34.634875
TXN221,CUST1063,79.49,2026-05-09 04:33:34.634876
TXN222,CUST1191,130.03,2026-04-23 18:33:34.634877
TXN223,CUST1368,177.43,2026-05-04 10:33:34.634878
TXN224,CUST1049,-69.21,2026-06-02 06:33:34.634879
TXN225,CUST1334,123.08,2026-04-27 13:33:34.634880
TXN226,CUST1261,141.44,2026-04-26 13:33:34.634881
TXN227,CUST1227,154.66,2026-05-01 11:33:34.634883
TXN228,CUST1143,128.82,2026-05-09 13:33:34.634884
TXN229,CUST1487,101.65,2026-05-17 21:33:34.634885
TXN230,CUST1218,78.62,2026-05-13 18:33:34.634886
TXN231,CUST1443,124.31,2026-06-02 20:33:34.634887
TXN232,CUST1387,66.39,2026-04-23 21:33:34.634888
TXN233,CUST1448,-26.07,2026-05-19 02:33:34.634890
TXN234,CUST1214,141.83,2026-05-21 09:33:34.634891
TXN235,CUST1325,165.2,2026-05-01 23:33:34.634892
TXN236,CUST1032,1.85,2026-05-17 11:33:34.634893
TXN237,CUST1160,69.51,2026-04-27 17:33:34.634894
TXN238,CUST1291,150.96,2026-04-26 01:33:34.634895
TXN239,CUST1311,222.87,2026-04-23 10:33:34.634896
TXN240,CUST1437,121.04,2026-04-28 11:33:34.634897
TXN241,CUST1486,83.6,2026-05-16 05:33:34.634898
TXN242,CUST1292,110.86,2026-05-11 03:33:34.634899
TXN243,CUST1146,188.74,2026-05-02 05:33:34.634900
TXN244,CUST1432,87.7,2026-05-02 18:33:34.634902
TXN245,CUST1019,80.04,2026-05-10 19:33:34.634903
TXN246,CUST1018,95.86,2026-04-29 23:33:34.634904
TXN247,CUST1261,72.33,2026-05-08 09:33:34.634905
TXN248,CUST1078,126.13,2026-04-25 19:33:34.634906
TXN249,CUST1379,201.23,2026-05-24 17:33:34.634907
TXN250,CUST1177,136.15,2026-05-13 07:33:34.634908
TXN251,CUST1249,107.38,2026-05-24 18:33:34.634909
TXN252,CUST1196,105.41,2026-05-22 11:33:34.634910
TXN253,CUST1119,41.84,2026-05-15 12:33:34.634911
TXN254,CUST1485,164.16,2026-05-13 09:33:34.634912
TXN255,CUST1113,116.11,2026-06-01 21:33:34.634913
TXN256,CUST1114,110.98,2026-05-17 12:33:34.634914
TXN257,CUST1225,279.66,2026-05-19 18:33:34.634915
TXN258,CUST1168,134.94,2026-05-05 14:33:34.634916
TXN259,CUST1443,82.41,2026-05-05 03:33:34.634917
TXN260,CUST1326,98.68,2026-04-30 01:33:34.634919
TXN261,CUST1134,177.42,2026-05-16 20:33:34.634920
TXN262,CUST1393,125.66,2026-05-03 05:33:34.634921
TXN263,CUST1268,48.09,2026-05-27 01:33:34.634922
TXN264,CUST1421,165.96,2026-04-28 06:33:34.634923
TXN265,CUST1055,86.59,2026-05-14 04:33:34.634924
TXN266,CUST1367,213.66,2026-04-24 21:33:34.634925
TXN267,CUST1133,174.0,2026-05-28 16:33:34.634926
TXN268,CUST1294,97.63,2026-05-07 13:33:34.634927
TXN269,CUST1270,184.05,2026-05-11 08:33:34.634928
TXN270,CUST1467,123.39,2026-06-01 23:33:34.634929
TXN271,CUST1476,162.64,2026-04-25 10:33:34.634931
TXN272,CUST1374,144.24,2026-05-17 07:33:34.634932
TXN273,CUST1164,77.68,2026-05-08 20:33:34.634936
TXN274,CUST1388,87.82,2026-05-10 01:33:34.634937
TXN275,CUST1490,171.5,2026-05-05 20:33:34.634938
TXN276,CUST1087,103.26,2026-06-01 23:33:34.634939
TXN277,CUST1055,99.82,2026-05-30 13:33:34.634940
TXN278,CUST1485,72.24,2026-05-06 16:33:34.634941
TXN279,CUST1294,141.18,2026-05-15 20:33:34.634942
TXN280,CUST1180,223.13,2026-05-28 08:33:34.634943
TXN281,CUST1399,66.62,2026-04-27 03:33:34.634944
TXN282,CUST1357,121.21,2026-05-14 10:33:34.634945
TXN283,CUST1007,190.61,2026-05-26 08:33:34.634946
TXN284,CUST1328,116.02,2026-05-31 23:33:34.634947
TXN285,CUST1320,142.62,2026-05-23 00:33:34.634949
TXN286,CUST1251,66.88,2026-05-17 22:33:34.634950
TXN287,CUST1330,141.42,2026-05-20 03:33:34.634951
TXN288,CUST1481,110.64,2026-05-25 02:33:34.634952
TXN289,CUST1480,169.29,2026-05-14 17:33:34.634953
TXN290,CUST1451,179.37,2026-05-20 04:33:34.634954
TXN291,CUST1259,249.48,2026-05-19 17:33:34.634955
TXN292,CUST1335,148.98,2026-05-01 15:33:34.634956
TXN293,CUST1054,136.29,2026-04-26 14:33:34.634957
TXN294,CUST1253,129.72,2026-05-17 22:33:34.634958
TXN295,CUST1243,102.34,2026-05-22 06:33:34.634959
TXN296,CUST1233,136.92,2026-05-02 00:33:34.634960
TXN297,CUST1067,105.23,2026-04-23 12:33:34.634961
TXN298,CUST1051,128.42,2026-04-28 15:33:34.634962
TXN299,CUST1097,185.88,2026-05-16 03:33:34.634963
TXN300,CUST1092,69.67,2026-05-23 08:33:34.634964
TXN301,CUST1485,176.99,2026-04-28 12:33:34.634965
TXN302,CUST1268,185.86,2026-05-30 15:33:34.634966
TXN303,CUST1426,114.1,2026-05-14 01:33:34.634967
TXN304,CUST1297,13.91,2026-06-02 07:33:34.634968
TXN305,CUST1096,89.61,2026-05-02 03:33:34.634969
TXN306,CUST1088,184.85,2026-05-11 02:33:34.634970
TXN307,CUST1078,118.86,2026-05-31 21:33:34.634972
TXN308,CUST1294,70.03,2026-04-23 12:33:34.634972
TXN309,CUST1120,94.76,2026-05-19 04:33:34.634976
TXN310,CUST1308,162.03,2026-05-24 13:33:34.634977
TXN311,CUST1304,147.34,2026-05-06 09:33:34.634978
TXN312,CUST1408,108.05,2026-05-31 04:33:34.634980
TXN313,CUST1461,-101.66,2026-04-30 19:33:34.634981
TXN314,CUST1322,100.41,2026-04-23 06:33:34.634982
TXN315,CUST1167,73.88,2026-05-06 07:33:34.634983
TXN316,CUST1184,200.77,2026-06-01 09:33:34.634984
TXN317,CUST1478,103.88,2026-05-01 22:33:34.634985
TXN318,CUST1406,180.86,2026-06-01 19:33:34.634986
TXN319,CUST1226,196.07,2026-04-23 14:33:34.634987
TXN320,CUST1318,169.92,2026-05-23 13:33:34.634988
TXN321,CUST1440,98.42,2026-05-25 14:33:34.634989
TXN322,CUST1475,140.19,2026-04-28 07:33:34.634990
TXN323,CUST1006,118.79,2026-06-02 06:33:34.634991
TXN324,CUST1337,74.81,2026-05-07 14:33:34.634992
TXN325,CUST1267,136.22,2026-05-27 14:33:34.634993
TXN326,CUST1163,61.05,2026-05-23 22:33:34.634994
TXN327,CUST1153,179.38,2026-05-28 17:33:34.634995
TXN328,CUST1085,96.77,2026-05-13 22:33:34.634996
TXN329,CUST1149,130.06,2026-05-05 13:33:34.634997
TXN330,CUST1112,134.16,2026-05-29 05:33:34.634998
TXN331,CUST1389,107.05,2026-05-10 01:33:34.634999
TXN332,CUST1411,149.33,2026-04-23 16:33:34.635000
TXN333,CUST1036,96.25,2026-05-24 19:33:34.635001
TXN334,CUST1291,163.56,2026-05-14 06:33:34.635002
TXN335,CUST1190,52.7,2026-05-04 06:33:34.635003
TXN336,CUST1082,126.32,2026-05-23 04:33:34.635004
TXN337,CUST1001,216.95,2026-05-01 09:33:34.635005
TXN338,CUST1393,69.98,2026-05-18 09:33:34.635006
TXN339,CUST1309,86.11,2026-05-26 23:33:34.635007
TXN340,CUST1200,145.7,2026-05-08 06:33:34.635008
TXN341,CUST1412,128.98,2026-05-08 05:33:34.635009
TXN342,CUST1010,137.53,2026-04-23 00:33:34.635010
TXN343,CUST1238,144.46,2026-05-02 05:33:34.635011
TXN344,CUST1394,151.74,2026-05-03 11:33:34.635012
TXN345,CUST1198,175.48,2026-05-29 05:33:34.635014
TXN346,CUST1480,140.49,2026-04-30 22:33:34.635015
TXN347,CUST1119,107.94,2026-04-29 04:33:34.635016
TXN348,CUST1404,153.63,2026-05-27 03:33:34.635017
TXN349,CUST1020,-214.99,2026-04-22 23:33:34.635018
TXN350,CUST1265,113.37,2026-05-20 20:33:34.635019
TXN351,CUST1299,71.27,2026-05-29 12:33:34.635020
TXN352,CUST1430,175.35,2026-05-09 10:33:34.635021
TXN353,CUST1260,113.98,2026-06-02 00:33:34.635023
TXN354,CUST1225,11.37,2026-04-24 11:33:34.635024
TXN355,CUST1401,162.37,2026-05-20 19:33:34.635025
TXN356,CUST1229,93.23,2026-05-09 13:33:34.635026
TXN357,CUST1053,115.47,2026-05-05 05:33:34.635027
TXN358,CUST1436,136.6,2026-04-25 09:33:34.635030
TXN359,CUST1363,129.52,2026-04-23 05:33:34.635032
TXN360,CUST1322,155.47,2026-05-18 02:33:34.635033
TXN361,CUST1350,98.23,2026-05-17 04:33:34.635034
TXN362,CUST1372,145.66,2026-04-23 22:33:34.635035
TXN363,CUST1286,107.02,2026-05-03 14:33:34.635036
TXN364,CUST1081,156.94,2026-05-25 15:33:34.635037
TXN365,CUST1205,150.77,2026-05-30 21:33:34.635038
TXN366,CUST1160,73.23,2026-05-08 20:33:34.635039
TXN367,CUST1120,174.3,2026-05-04 15:33:34.635040
TXN368,CUST1059,93.2,2026-04-28 16:33:34.635041
TXN369,CUST1479,160.4,2026-05-07 08:33:34.635042
TXN370,CUST1218,138.36,2026-05-23 18:33:34.635043
TXN371,CUST1130,211.91,2026-05-29 18:33:34.635044
TXN372,CUST1227,108.83,2026-05-04 09:33:34.635045
TXN373,CUST1212,102.53,2026-05-01 03:33:34.635046
TXN374,CUST1378,119.03,2026-05-21 06:33:34.635047
TXN375,CUST1115,104.84,2026-04-27 20:33:34.635048
TXN376,CUST1212,160.0,2026-05-04 22:33:34.635049
TXN377,CUST1013,39.18,2026-05-08 12:33:34.635050
TXN378,CUST1008,67.32,2026-04-29 18:33:34.635051
TXN379,CUST1040,66.61,2026-05-28 23:33:34.635052
TXN380,CUST1459,167.52,2026-04-30 03:33:34.635053
TXN381,CUST1241,205.53,2026-05-09 23:33:34.635054
TXN382,CUST1287,114.78,2026-04-30 17:33:34.635055
TXN383,CUST1367,111.56,2026-06-01 08:33:34.635057
TXN384,CUST1204,123.5,2026-05-19 07:33:34.635058
TXN385,CUST1250,178.09,2026-05-11 09:33:34.635059
TXN386,CUST1283,73.63,2026-05-15 20:33:34.635060
TXN387,CUST1239,131.92,2026-05-05 21:33:34.635061
TXN388,CUST1479,168.76,2026-05-18 07:33:34.635062
TXN389,CUST1003,145.05,2026-05-31 04:33:34.635063
TXN390,CUST1156,129.48,2026-05-12 12:33:34.635064
TXN391,CUST1450,170.05,2026-05-06 11:33:34.635065
TXN392,CUST1029,15.16,2026-05-19 13:33:34.635066
TXN393,CUST1109,153.89,2026-06-02 14:33:34.635067
TXN394,CUST1098,87.3,2026-04-27 21:33:34.635068
TXN395,CUST1218,28.47,2026-05-16 04:33:34.635069
TXN396,CUST1299,145.56,2026-04-29 00:33:34.635070
TXN397,CUST1075,188.68,2026-05-13 05:33:34.635071
TXN398,CUST1333,113.13,2026-05-29 14:33:34.635072
TXN399,CUST1148,167.64,2026-05-15 15:33:34.635073
TXN400,CUST1130,200.61,2026-04-23 03:33:34.635074
TXN401,CUST1349,185.75,2026-05-18 16:33:34.635076
TXN402,CUST1042,202.0,2026-05-07 00:33:34.635077
TXN403,CUST1364,157.11,2026-04-26 02:33:34.635078
TXN404,CUST1041,123.77,2026-04-28 18:33:34.635079
TXN405,CUST1430,39.9,2026-05-14 12:33:34.635080
TXN406,CUST1034,107.7,2026-05-03 22:33:34.635081
TXN407,CUST1017,77.84,2026-05-27 14:33:34.635082
TXN408,CUST1167,228.55,2026-05-15 13:33:34.635083
TXN409,CUST1155,111.21,2026-05-26 14:33:34.635084
TXN410,CUST1495,126.16,2026-05-02 19:33:34.635085
TXN411,CUST1386,147.57,2026-05-11 20:33:34.635086
TXN412,CUST1076,122.18,2026-04-22 22:33:34.635087
TXN413,CUST1087,204.75,2026-05-06 08:33:34.635088
TXN414,CUST1117,88.87,2026-05-22 14:33:34.635089
TXN415,CUST1370,129.73,2026-05-07 20:33:34.635090
TXN416,CUST1350,82.88,2026-04-29 15:33:34.635091
TXN417,CUST1478,54.0,2026-04-24 21:33:34.635092
TXN418,CUST1027,89.41,2026-05-11 03:33:34.635096
TXN419,CUST1320,118.15,2026-05-01 01:33:34.635099
TXN420,CUST1293,98.53,2026-05-13 11:33:34.635100
TXN421,CUST1136,85.38,2026-05-14 06:33:34.635102
TXN422,CUST1222,49.68,2026-05-15 12:33:34.635104
TXN423,CUST1170,115.84,2026-04-28 21:33:34.635106
TXN424,CUST1098,44.76,2026-05-02 22:33:34.635107
TXN425,CUST1272,158.0,2026-05-08 20:33:34.635110
TXN426,CUST1241,124.12,2026-05-22 16:33:34.635112
TXN427,CUST1315,47.12,2026-05-20 08:33:34.635113
TXN428,CUST1464,104.54,2026-04-27 18:33:34.635114
TXN429,CUST1402,82.39,2026-05-23 15:33:34.635115
TXN430,CUST1175,135.96,2026-04-28 16:33:34.635116
TXN431,CUST1409,187.02,2026-04-24 05:33:34.635117
TXN432,CUST1418,26.24,2026-05-30 10:33:34.635118
TXN433,CUST1478,125.75,2026-05-22 05:33:34.635120
TXN434,CUST1485,111.99,2026-04-26 12:33:34.635121
TXN435,CUST1192,153.57,2026-05-14 21:33:34.635122
TXN436,CUST1123,130.66,2026-05-23 17:33:34.635123
TXN437,CUST1046,82.4,2026-05-02 02:33:34.635124
TXN438,CUST1064,104.05,2026-05-14 07:33:34.635125
TXN439,CUST1132,80.2,2026-05-09 19:33:34.635126
TXN440,CUST1316,173.8,2026-05-08 02:33:34.635127
TXN441,CUST1371,121.07,2026-05-05 14:33:34.635129
TXN442,CUST1195,215.06,2026-05-17 22:33:34.635130
TXN443,CUST1313,116.97,2026-05-19 18:33:34.635131
TXN444,CUST1183,84.58,2026-06-01 21:33:34.635132
TXN445,CUST1298,44.31,2026-05-13 00:33:34.635133
TXN446,CUST1379,29.84,2026-04-27 19:33:34.635134
TXN447,CUST1288,40.79,2026-05-20 06:33:34.635135
TXN448,CUST1029,133.36,2026-05-26 08:33:34.635136
TXN449,CUST1151,145.44,2026-05-13 07:33:34.635137
